indicator,fr,es
"Parents vivant avec enfants de moins de 3 ans, part de femmes sans emploi par rapport à celle des hommes","Parents vivant avec enfants de moins de 3 ans, part de femmes sans emploi par rapport à celle des hommes",
"Parents vivant avec enfants de moins de 3 ans, part de femmes à temps partiel par rapport à celle des hommes","Parents vivant avec enfants de moins de 3 ans, part de femmes à temps partiel par rapport à celle des hommes",
"Parents vivant avec enfants de moins de 3 ans, part de femmes à temps plein par rapport à celle des hommes","Parents vivant avec enfants de moins de 3 ans, part de femmes à temps plein par rapport à celle des hommes",
"Parents vivant avec enfants de moins de 3 ans, part de femmes sans emploi pour garder son enfant par rapport à celle des hommes","Parents vivant avec enfants de moins de 3 ans, part de femmes sans emploi pour garder son enfant par rapport à celle des hommes",
"Parents vivant avec enfants de moins de 3 ans, part de femmes à temps partiel pour garder son enfant par rapport à celle des hommes","Parents vivant avec enfants de moins de 3 ans, part de femmes à temps partiel pour garder son enfant par rapport à celle des hommes",
"Parents vivant avec enfants de moins de 3 ans, part de femmes en emploi par rapport à celle des hommes","Parents vivant avec enfants de moins de 3 ans, part de femmes en emploi par rapport à celle des hommes",
"Personnes au foyer, part de femmes algériennes rapport à celle des hommes algeériens","Personnes au foyer, part de femmes algériennes rapport à celle des hommes algeériens",
"Personnes au foyer, part de femmes portugaises par rapport à celle des hommes portugais","Personnes au foyer, part de femmes portugaises par rapport à celle des hommes portugais",
"Personnes au foyer, part de femmes d'autres nationalités rapport à celle des hommes d'autres nationalités","Personnes au foyer, part de femmes d'autres nationalités rapport à celle des hommes d'autres nationalités",
"Personnes au foyer, part de femmes italiennes par rapport à celle des hommes italiens","Personnes au foyer, part de femmes italiennes par rapport à celle des hommes italiens",
"Personnes au foyer, part de femmes d'autres nationalités de l'UE par rapport à celle des hommes d'autres nationalités de l'UE","Personnes au foyer, part de femmes d'autres nationalités de l'UE par rapport à celle des hommes d'autres nationalités de l'UE",
"Personnes au foyer, part de femmes espagnoles par rapport à celle des hommes espagnols","Personnes au foyer, part de femmes espagnoles par rapport à celle des hommes espagnols",
"Personnes au foyer, part de femmes d'autres nationalités d'Afrique rapport à celle des hommes d'autres nationalités d'Afrique","Personnes au foyer, part de femmes d'autres nationalités d'Afrique rapport à celle des hommes d'autres nationalités d'Afrique",
"Personnes au foyer, part de femmes rapport à celle des hommes","Personnes au foyer, part de femmes rapport à celle des hommes",
"Personnes au foyer, part de femmes turques rapport à celle des hommes turcs","Personnes au foyer, part de femmes turques rapport à celle des hommes turcs",
"Personnes au foyer, part de femmes marocaines rapport à celle des hommes marocains","Personnes au foyer, part de femmes marocaines rapport à celle des hommes marocains",
"Personnes au foyer, part de femmes d'autres nationalités de l'Europe par rapport à celle des hommes d'autres nationalités de l'Europe","Personnes au foyer, part de femmes d'autres nationalités de l'Europe par rapport à celle des hommes d'autres nationalités de l'Europe",
"Personnes au foyer, part de femmes par rapport à celle des hommes","Personnes au foyer, part de femmes par rapport à celle des hommes",
"Personnes au foyer, part de femmes françaises de naissance par rapport à celle des hommes français de naissance","Personnes au foyer, part de femmes françaises de naissance par rapport à celle des hommes français de naissance",
"Personnes au foyer, part de femmes étrangères par rapport à celle des hommes étrangers","Personnes au foyer, part de femmes étrangères par rapport à celle des hommes étrangers",
"Personnes au foyer, part de femmes françaises par acquisition par rapport à celle des hommes français par acquisition","Personnes au foyer, part de femmes françaises par acquisition par rapport à celle des hommes français par acquisition",
"Personnes au foyer, part de femmes tuisiennes rapport à celle des hommes tunisiens","Personnes au foyer, part de femmes tuisiennes rapport à celle des hommes tunisiens",
"Personnes au foyer, part de femmes françaises par rapport à celle des hommes français","Personnes au foyer, part de femmes françaises par rapport à celle des hommes français",
