Allemagne	2021°	Ministres=_part_de_femmes	40%	0.19999999999999996
Autriche	2021°	Ministres=_part_de_femmes	57%	0.1399999999999999
Australie	2021°	Ministres=_part_de_femmes	27%	0.46599999999999997
Belgique	2021°	Ministres=_part_de_femmes	57%	0.1399999999999999
Espagne	2021°	Ministres=_part_de_femmes	50%	0.0
France	2021°	Ministres=_part_de_femmes	50%	0.0
Grèce	2021°	Ministres=_part_de_femmes	11%	0.7894
Hongrie	2021°	Ministres=_part_de_femmes	21%	0.5800000000000001
Italie	2021°	Ministres=_part_de_femmes	36%	0.28
Nouvelle-Zélande	2021°	Ministres=_part_de_femmes	40%	0.19999999999999996
Pays-Bas	2021°	Ministres=_part_de_femmes	47%	0.06000000000000005
Portugal	2021°	Ministres=_part_de_femmes	42%	0.16000000000000003
Royaume-Uni	2021°	Ministres=_part_de_femmes	24%	0.52
Suède	2021°	Ministres=_part_de_femmes	57%	0.1399999999999999
Chili	2022°	Ministres=_part_de_femmes	58%	0.15999999999999992
Colombie	2021°	Ministres=_part_de_femmes	37%	0.264
Estonie	2021°	Ministres=_part_de_femmes	14%	0.7142
Finlande	2021°	Ministres=_part_de_femmes	50%	0.0
Norvège	2021°	Ministres=_part_de_femmes	38%	0.24
Slovaquie	2021°	Ministres=_part_de_femmes	20%	0.6
Slovénie	2021°	Ministres=_part_de_femmes	18%	0.64
Suisse	2021°	Ministres=_part_de_femmes	42%	0.16000000000000003
Canada	2021°	Ministres=_part_de_femmes	51%	0.020000000000000018
Japon	2021°	Ministres=_part_de_femmes	10%	0.8
Turquie	2021°	Ministres=_part_de_femmes	12%	0.75
États-Unis	2021°	Ministres=_part_de_femmes	46%	0.07999999999999996
Brésil	2021°	Ministres=_part_de_femmes	10%	0.79
Corée_du_Sud	2021°	Ministres=_part_de_femmes	27%	0.45999999999999996
Costa_Rica	2021°	Ministres=_part_de_femmes	52%	0.040000000000000036
Danemark	2021°	Ministres=_part_de_femmes	32%	0.36
Irlande	2021°	Ministres=_part_de_femmes	29%	0.42000000000000004
Islande	2021°	Ministres=_part_de_femmes	40%	0.19999999999999996
Israël	2021°	Ministres=_part_de_femmes	25%	0.5
Lettonie	2021°	Ministres=_part_de_femmes	23%	0.54
Lituanie	2021°	Ministres=_part_de_femmes	42%	0.16000000000000003
Luxembourg	2021°	Ministres=_part_de_femmes	29%	0.42000000000000004
Mexique	2021°	Ministres=_part_de_femmes	42%	0.16000000000000003
Pologne	2021°	Ministres=_part_de_femmes	5%	0.9
Roumanie	2021°	Ministres=_part_de_femmes	5%	0.9
République_Tchèque	2021°	Ministres=_part_de_femmes	31%	0.38
République_Tchèque	2021°	Parlement_national=_part_de_femmes	23%	0.54
Danemark	2021°	Parlement_national=_part_de_femmes	40%	0.19999999999999996
Irlande	2021°	Parlement_national=_part_de_femmes	22%	0.56
Luxembourg	2021°	Parlement_national=_part_de_femmes	31%	0.38
Pologne	2021°	Parlement_national=_part_de_femmes	28%	0.43999999999999995
Australie	2021°	Parlement_national=_part_de_femmes	31%	0.37740000000000007
Israël	2021°	Parlement_national=_part_de_femmes	27%	0.45999999999999996
Lituanie	2021°	Parlement_national=_part_de_femmes	28%	0.43999999999999995
Mexique	2021°	Parlement_national=_part_de_femmes	48%	0.040000000000000036
Argentine	2021°	Parlement_national=_part_de_femmes	42%	0.15599999999999992
Afrique_du_Sud	2021°	Parlement_national=_part_de_femmes	46%	0.07999999999999996
Afghanistan	2021°	Parlement_national=_part_de_femmes	27%	0.45999999999999996
Albanie	2021°	Parlement_national=_part_de_femmes	30%	0.4
Algérie	2021°	Parlement_national=_part_de_femmes	26%	0.48
Allemagne	2021°	Parlement_national=_part_de_femmes	31%	0.38
Angola	2021°	Parlement_national=_part_de_femmes	30%	0.4
Arabie_Saoudite	2021°	Parlement_national=_part_de_femmes	20%	0.6
Arménie	2021°	Parlement_national=_part_de_femmes	23%	0.54
Autriche	2021°	Parlement_national=_part_de_femmes	40%	0.19999999999999996
Azerbaïdjan	2021°	Parlement_national=_part_de_femmes	18%	0.64
Bahamas	2021°	Parlement_national=_part_de_femmes	13%	0.74
Bangladesh	2021°	Parlement_national=_part_de_femmes	21%	0.5800000000000001
Barbade	2021°	Parlement_national=_part_de_femmes	20%	0.6
Bahreïn	2021°	Parlement_national=_part_de_femmes	15%	0.7
Belgique	2021°	Parlement_national=_part_de_femmes	42%	0.16000000000000003
Bénin	2021°	Parlement_national=_part_de_femmes	8%	0.84
Bhoutan	2021°	Parlement_national=_part_de_femmes	15%	0.7
Birmanie	2021°	Parlement_national=_part_de_femmes	15%	0.7
Biélorussie	2021°	Parlement_national=_part_de_femmes	40%	0.19999999999999996
Bolivie	2021°	Parlement_national=_part_de_femmes	46%	0.07999999999999996
Bosnie-Herzégovine	2021°	Parlement_national=_part_de_femmes	26%	0.48
Botswana	2021°	Parlement_national=_part_de_femmes	10%	0.8
Brunei	2021°	Parlement_national=_part_de_femmes	9%	0.8200000000000001
Brésil	2021°	Parlement_national=_part_de_femmes	15%	0.7
Bulgarie	2021°	Parlement_national=_part_de_femmes	27%	0.45999999999999996
Burkina_Faso	2021°	Parlement_national=_part_de_femmes	6%	0.88
Burundi	2021°	Parlement_national=_part_de_femmes	38%	0.24
Bélize	2021°	Parlement_national=_part_de_femmes	12%	0.76
Cambodge	2021°	Parlement_national=_part_de_femmes	22%	0.56
Cameroun	2021°	Parlement_national=_part_de_femmes	34%	0.32400000000000007
Canada	2021°	Parlement_national=_part_de_femmes	30%	0.4
Chili	2021°	Parlement_national=_part_de_femmes	22%	0.56
Chine	2021°	Parlement_national=_part_de_femmes	25%	0.5
Chypre	2021°	Parlement_national=_part_de_femmes	21%	0.5800000000000001
Colombie	2021°	Parlement_national=_part_de_femmes	19%	0.62
Croatie	2021°	Parlement_national=_part_de_femmes	31%	0.38
Congo	2021°	Parlement_national=_part_de_femmes	11%	0.78
Cuba	2021°	Parlement_national=_part_de_femmes	53%	0.06000000000000005
Côte_d*Ivoire	2021°	Parlement_national=_part_de_femmes	11%	0.78
Costa_Rica	2021°	Parlement_national=_part_de_femmes	46%	0.07999999999999996
Salvador	2021°	Parlement_national=_part_de_femmes	33%	0.33999999999999997
Espagne	2021°	Parlement_national=_part_de_femmes	44%	0.12
Équateur	2021°	Parlement_national=_part_de_femmes	40%	0.19999999999999996
Estonie	2021°	Parlement_national=_part_de_femmes	28%	0.43999999999999995
Éthiopie	2021°	Parlement_national=_part_de_femmes	39%	0.21999999999999997
Érythrée	2021°	Parlement_national=_part_de_femmes	22%	0.56
Fidji	2021°	Parlement_national=_part_de_femmes	21%	0.5800000000000001
Finlande	2021°	Parlement_national=_part_de_femmes	46%	0.07999999999999996
France	2021°	Parlement_national=_part_de_femmes	40%	0.19999999999999996
Gabon	2021°	Parlement_national=_part_de_femmes	16%	0.6799999999999999
Géorgie	2021°	Parlement_national=_part_de_femmes	21%	0.5800000000000001
Gambie	2021°	Parlement_national=_part_de_femmes	8%	0.84
Ghana	2021°	Parlement_national=_part_de_femmes	15%	0.7
Grèce	2021°	Parlement_national=_part_de_femmes	22%	0.56
Guatemala	2021°	Parlement_national=_part_de_femmes	19%	0.62
Guinée_équatoriale	2021°	Parlement_national=_part_de_femmes	23%	0.54
Guinée	2021°	Parlement_national=_part_de_femmes	17%	0.6599999999999999
Guinée-Bissau	2021°	Parlement_national=_part_de_femmes	14%	0.72
Géorgie	2021°	Parlement_national=_part_de_femmes	20%	0.6
Haïti	2021°	Parlement_national=_part_de_femmes	3%	0.94
Honduras	2021°	Parlement_national=_part_de_femmes	21%	0.5800000000000001
Hongrie	2021°	Parlement_national=_part_de_femmes	13%	0.74
Inde	2021°	Parlement_national=_part_de_femmes	14%	0.72
Indonésie	2021°	Parlement_national=_part_de_femmes	21%	0.5800000000000001
Irak	2021°	Parlement_national=_part_de_femmes	26%	0.48
Iran	2021°	Parlement_national=_part_de_femmes	5%	0.9
Italie	2021°	Parlement_national=_part_de_femmes	36%	0.28
Jamaïque	2021°	Parlement_national=_part_de_femmes	29%	0.42000000000000004
Japon	2021°	Parlement_national=_part_de_femmes	10%	0.8
Jordanie	2021°	Parlement_national=_part_de_femmes	12%	0.76
Kazakhstan	2021°	Parlement_national=_part_de_femmes	27%	0.45999999999999996
Kenya	2021°	Parlement_national=_part_de_femmes	21%	0.5800000000000001
Kirghizistan	2021°	Parlement_national=_part_de_femmes	17%	0.6599999999999999
Koweït	2021°	Parlement_national=_part_de_femmes	2%	0.96
Lesotho	2021°	Parlement_national=_part_de_femmes	23%	0.54
Liban	2021°	Parlement_national=_part_de_femmes	5%	0.9
Libéria	2021°	Parlement_national=_part_de_femmes	11%	0.78
Libye	2021°	Parlement_national=_part_de_femmes	16%	0.6799999999999999
